prfnm,entrpsnm,genrenm,telno,relateurl,mt30id
"hololive STAGE World Tour: Synchronize! [서울], Anime X Game Festival, 레드 스테이지",(주) 디앤씨미디어(D&C media),복합,02-333-2513,https://dncmedia.co.kr/,AG017943
"YOUNITE MINI FAN-CON, LOVE TYPE: YOUNITE to YOUNIZ, YOUNITE MINI FAN-CON, LOVE TYPE: YOUNITE to YOUNIZ, 에이비식스 FAN CONCERT, BE: 6IX IN SEOUL",(주) 디엠지이엔티,연예,,,AG018146
"WPOP EDM FESTIVAL, Boryeong POOL PARTY FESTIVAL (보령 풀 파티 페스티벌), Boryeong POOL PARTY FESTIVAL (보령 풀 파티 페스티벌)",(주) 디케이이앤티,대중음악,,,AG016716
"JUST B WORLD TOUR: JUST ODD [서울], DRIPPIN FAN CONCERT: PLAY: Drippin Adventure, DRIPPIN FAN CONCERT: PLAY: Drippin Adventure",(주) 디테일즈,대중음악,,https://dearmymuse.com/,AG017514
"제4회 대학로 클래식 페스티벌 극단전: 아직도 고전중, 안티고네 悲클래스, 제8회 1번출구 연극제: 스카프, 하문: 인간보호구역, 미치지 않고서야, D.FESTA 소극장축제, 배신, 내 아픈 사랑을 위하여 [부산]",(주) 디피스토리(DPSTORY),연극,,,AG009999
더파워풀 [인천],(주) 딴지그룹,대중음악,031-313-7709,,AG018881
"집들이 콘서트 #48. 잔혹동화 생존기, 집들이 콘서트 #48. 잔혹동화 생존기, 집들이 콘서트 #48. 잔혹동화 생존기",(주) 라슨컴퍼니,뮤지컬,,,AG016223
LØREN 'FYN' SINGLE RELEASE PARTY,(주) 라오하,대중음악,,,AG018788
"최현우 19+Ⅰ [이천], 최현우 FaTe [서울], 최현우 FaTe [서울]",(주) 라온플레이,서커스/마술,,,AG017972
"IDOL1ST KENTY ASIA TOUR [서울], IDOL1ST KENTY ASIA TOUR [서울], IDOL1ST KENTY ASIA TOUR [서울]",(주) 라이브랜드,대중음악,,,AG017016
"강릉국제공연예술페스티벌 (GIPF) , 로스팅드림즈, 강릉페스티벌, 로스팅드림즈 [강릉]",(주) 라이브랩,뮤지컬,02-2038-8533,,AG017398
"제16회 대한민국오페라페스티벌, 누오바오페라단: 라보엠",(주) 라이브스톤,서양음악(클래식),,,AG018784
"장범준 금토일 공연: 흐린날의 벚꽃엔딩, 장범준 금토일 공연: 흐린날의 벚꽃엔딩",(주) 라이크앤두,대중음악,,,AG018891
"우주용사멤버쉽클럽 단독 콘서트, SPACE ROCK FESTIVAL, 우주용사멤버쉽클럽 단독 콘서트, SPACE ROCK FESTIVAL",(주) 러브마뉴버,대중음악,010-8777-8938,,AG017624
"조선셰프 한상궁 [전주], 조선셰프 한상궁 [전주], 조선셰프 한상궁 [전주]",(주) 런파이브,뮤지컬,,,AG013588
"OUR FIRST STAGE TOUR: SEORI, OUR FIRST STAGE TOUR: SEORI",(주) 레이블사유,대중음악,,,AG017029
"제1회 로고스 봄 연주회 [안양], 제1회 로고스 봄 연주회 [안양]","(주) 로고스엔터테인먼트(Logos Entertainment Co., Ltd)",서양음악(클래식),,,AG018832
"Break, Assemble: 해체와 조립, Break, Assemble: 해체와 조립",(주) 로로컴퍼니,대중음악,,,AG018266
"THE OPERA DAY OF HANGUL, THE OPERA DAY OF HANGUL, NGL x Undercity presents, WHO RUNS THE WORLD?",(주) 로스트앤파운드(Lost and Found),대중음악,,https://www.instagram.com/lost.and.found_kr/,AG016678
"디깅 나우, 품바21 단독공연: 조선 크리스마스, 디깅 나우, 심아일랜드 단독공연: Let‘s find your inner child, Grown-ups! (앵콜), 디깅 나우, 심아일랜드 단독공연: Let‘s find your inner child, Grown-ups!",(주) 로칼하이레코즈 (Localhigh Records),대중음악,,,AG016874
"이창섭 단독 콘서트: Unknown [고양], 이창섭 단독 콘서트: Unknown [고양], 이창섭 단독 콘서트: Unknown [울산]",(주) 루트59(ROUTE59),무용(서양/한국무용),,,AG017961
위치스 데뷔 쇼케이스 W!TCHX DEBUT SHOWCASE: Halloween Night Party,(주) 리브라이즈,대중음악,02-3472-0052,https://leavelize.com/,AG017589
WPOP EDM FESTIVAL,(주) 마노패밀리(MANO FAMILY),복합,,https://manofamily.co.kr/,AG017658
퍼커셔니즘 [충북],(주) 마에스트리,복합,,,AG016888
"FOOTPRINT, XSCALA SERIES, 정동하, XSCALA SERIES, 정동하",(주) 마인드마크,대중음악,,,AG018152
"CHOI HOJONG 2nd MOVENOTE: LIMBO, CHOI HOJONG 2nd MOVENOTE: LIMBO, CHOI HOJONG 1ST MOVENOTE: NOWHERE",(주) 매니지먼트 낭만,무용(서양/한국무용),,,AG018840
"이기찬 단독 콘서트: Back to You [서울 (앵콜) ], 이기찬 단독 콘서트, Back to You",(주) 매니지먼트인,대중음악,,,AG018579
LUCY DAYS,(주) 머쉬룸블랙,대중음악,,https://mushroomblack.co.kr/,AG017826
"Priz-V FANCONCERT: Hi-Five, Priz-V FANCONCERT: Hi-Five",(주) 메타버스엔터테인먼트,대중음악,,,AG018742
옥천여관,(주) 메타포스(METAFORCE Creative),연극,02-6958-1145,http://metaforceinc.com/,AG016352
제60회 강원특별자치도민 체육대회 성공개최 기원 음악회: SWEET HOME 삼척,(주) 멜로커스,서양음악(클래식),,,AG018667
"헐리우드 레전더리 콘서트, 시리즈 Ⅰ: 히어로즈 & 판타지 [고양], 헐리우드 레전더리 콘서트, 시리즈 Ⅰ: 히어로즈 & 판타지 [고양], 헐리우드 레전더리 콘서트, 시리즈 Ⅰ: 히어로즈 & 판타지 [고양]",(주) 모그컴퍼니,서양음악(클래식),00-1391-1966,,AG017389
"고고다이노 곤충탐험대: 고고다이노가 작아졌어요 [진주], 고고다이노 곤충탐험대: 고고다이노가 작아졌어요 [진주], 고고다이노 곤충탐험대: 고고다이노가 작아졌어요 [진주]",(주) 모꼬지,뮤지컬,,https://www.moggozi.com/,AG015248
"You & It (유앤잇) [서울 (앵콜) ], 페이크북 [서울 중구], 페이크북 [서울 중구]",(주) 모노스,뮤지컬,,,AG019012
"tripleS World Tour: ANDLESS [서울], tripleS World Tour: ANDLESS [서울], tripleS World Tour: ANDLESS [서울]",(주) 모드하우스,연예,,,AG014226
"호두까기인형 [고양], 제1회 숲속의 뮤지컬페스티벌, 피터팬 [부산 동래], 제1회 숲속의 뮤지컬 페스티벌, 복순이 할배 [부산]",(주) 모멘텀아트,뮤지컬,,,AG018614
"JAY PARK WORLD TOUR, SERENADES & BODY ROLLS: THE REPLAY [서울], JAY PARK WORLD TOUR, SERENADES & BODY ROLLS: THE REPLAY [서울], JAY PARK WORLD TOUR, SERENADES & BODY ROLLS: THE REPLAY [서울]",(주) 모어비전(MORE VISION),대중음악,,https://morevision.kr/,AG016642
몽키비지엠 연말 재즈콘서트: The First Meeting [부산],(주) 몽비,대중음악,,,AG017914
섹시동안클럽 뮤지컬 페스티벌,(주) 몽타주컬처앤스테이지,뮤지컬,,,AG017413
"TRADITIONAL K-ROCK FESTA Vol.1: 악당들, TRADITIONAL K-ROCK FESTA Vol.1: 악당들",(주) 무아엔터테인먼트(MUAH Ent.),대중음악,,https://muah.or.kr/,AG016799
"눈먼자들 [삼척], 상당한 가족 [삼척]",(주) 문곰엔터테인먼트,연극,,,AG017350
이상한 나라의 앨리스 시즌1: 꿀벌 미스터리 [전주],(주) 문화다양성공존,연극,,http://gongzone2022.com/,AG018504
"Parasol Waves x Cadejo 조인트공연: 발렌타인 브로맨스 VALENTINE BROMANCE, Parasol Waves x Cadejo 조인트공연: 발렌타인 브로맨스 VALENTINE BROMANCE, 제비다방 컴필레이션",(주) 문화지형연구소 씨티알(씨티알사운드),대중음악,02-3141-1969,https://www.ctrplus.com/ctrprint,AG007588
The 4th ASTROAD: Stargraphy [인천],(주) 뮤즈엠,대중음악,,,AG018866
트롯프렌즈 [인천],(주) 뮤직바인 (MUSIC VINE),대중음악,,,AG020314
"김동률 콘서트: 오래된 노래, 김동률 콘서트: 오래된 노래, 존박 콘서트: BREAK!",(주) 뮤직팜,대중음악,,http://www.musicfarm.co.kr/,AG006113
"가을이 남긴 멜로디, 유진박 & 마테오석 듀오콘서트",(주) 밀라그로인터웍,서양음악(클래식),,http://www.milagro.co.kr/,AG017324
MCND FAN CON IN SEOUL,(주) 발코,대중음악,,,AG020665
"뱃사공 단독콘서트: 리얼엠씨 [부산], 뱃사공 단독콘서트: 리얼엠씨 [부산], 뱃사공 단독콘서트: 리얼엠씨 [부산]",(주) 배드땡스(BADTHANGS),대중음악,,,AG018076
민초: 횃불을 들어브러,(주) 백스퀘어 (Vac.square),연극,,,AG018003
"미스트롯4 전국투어 콘서트: 트롯으로 세상을 홀려라 [안산], 미스트롯4 전국투어 콘서트: 트롯으로 세상을 홀려라 [안산], 미스트롯4 전국투어 콘서트: 트롯으로 세상을 홀려라 [안산]",(주) 베테랑글로벌,대중음악,,,AG021613
"걸프렌드, 걸프렌드, 걸프렌드",(주) 보더리스컴퍼니,뮤지컬,,,AG018638
"소극장 마술사 [부천], 소극장 마술사 [부천]",(주) 부천소극장,서커스/마술,010-6306-8720,,AG017296
"브레드이발소: 브레드와 윌크의 세계여행 [대구], 브레드이발소: 브레드와 윌크의 세계여행 [대구], 브레드이발소: 브레드와 윌크의 세계여행 [창원]",(주) 브레드이발소,뮤지컬,,,AG017925
"VIP 실내악 페스티벌 Ⅲ. 낭만의 여정 [부산], 제7회 어니스트 필하모닉 오케스트라 정기연주회 [창원], 피아니스트 김소영 리사이틀 [광주]",(주) 블렌딩 아트 컴퍼니(Blending Art Company),서양음악(클래식),070-7537-1248,https://www.instagram.com/blending_art_company/,AG016855
"한국 키르키스스탄 수교 33주년 기념콘서트, 컬러오브아시아, 한국-몽골 수교35주년 기념콘서트: 세계가 하나되는 울림-2",(주) 비노월드와이드(Vino Worldwide),복합,,,AG018717
"토스, 머니 코드 콘서트: Out of 방구석",(주) 비바리퍼블리카,대중음악,,https://toss.im/,AG018922
"BGM 콘서트, BGM 콘서트",(주) 비비오코퍼레이션,대중음악,,,AG018877
"PURA LANA #3 Sunset Rollercoaster [제주], PURA LANA #3 Sunset Rollercoaster [제주], PURA LANA #3 Sunset Rollercoaster [제주]",(주) 비스츠앤네이티브스,대중음악,,http://beastsandnatives.com,AG016989
세상 참 예쁜 오드리,(주) 비씨엠(BROTHER CULTURE MEDIA),뮤지컬,,,AG019213
"MC스나이퍼: Back To The Old School 3, Back To The Old School 2 (백투더 올드스쿨 2)",(주) 비카이트,대중음악,,,AG016895
"STRAW PICK, 노래하는 도슨트: 에드워드호퍼의 푸른저녁, STRAW PICK, 노래하는 도슨트: 에드워드호퍼의 푸른저녁, STRAW PICK with 정아로",(주) 비케이 씨앤씨,대중음악,,,AG017496
"cacophony After April’s Party: 가장 사적 [서울], cacophony After April’s Party: 가장 사적 [서울]","(주) 비크(VIC, Inc.)",대중음악,,,AG018762
"SEO EUNKWANG, REC: Feel Alive, SEO EUNKWANG, REC: Feel Alive, LEE MINHYUK (HUTA) CONCERT, HOOK - WHO: KING",(주) 비투비컴퍼니(BTOB COMPANY),대중음악,,https://btobcompany.kr/,AG017092
제2회 뮤제스트 앙상블 정기연주회,(주) 비피클래식(BP Classic Inc.),서양음악(클래식),,,AG017075
"JEONG EUNJI SOLO CONCERT: SUMMER, I, JEONG EUNJI SOLO CONCERT: SUMMER, I, KIMSUNGKYU LIVE, LV4: LEAP TO VECTOR FINAL [부산]",(주) 빌리언스,대중음악,,https://bladeent.com/,AG016743
멜로소나 첫 콘서트: My Warm Concert,(주) 사가엠(SAGA-M),대중음악,,,AG018235
"Sunsat 단독공연: Lost in the waves, KYUDO, SUN & MER, NATASHA: Sound On, KYUDO, SUN & MER, NATASHA: Sound On",(주) 사운드리퍼블리카,대중음악,,,AG018418
"LOTTE OST FESTIVAL, 조성우 영화음악 심포니 콘서트",(주) 사운드워크숍,서양음악(클래식),,,AG019151
"ROCK STAGE: 국카스텐 X 크라잉넛 [거제], 홍지민과 함께하는 판타스틱쇼 시즌2, 홍지민과 함께하는 판타스틱쇼 시즌2",(주) 산책컴퍼니,복합,,,AG013722
"DAD & ME 기타 콘서트: 장하은 장형섭 Ⅹ 허원경 허병훈, DAD & ME 기타 콘서트: 장하은 장형섭 Ⅹ 허원경 허병훈",(주) 상상속의 여행,서양음악(클래식),,,AG016475
반짝반짝 달님이: 내동생은 천하무적,(주) 서우앤컴퍼니,뮤지컬,,,AG018167
"내중쉽 콘서트, 내중쉽 콘서트, 내중쉽 콘서트",(주) 선바,대중음악,,https://www.instagram.com/sunbaakim/,AG017801
최혜경의 춤 이야기,(주) 선아기획,무용(서양/한국무용),,,AG016339
"민들레 피리 [오산], 이올라오스 [대학로], 이올라오스 [대학로]",(주) 섬으로간 나비,연극,010-9213-4576,http://blog.naver.com/sumnavi,AG003387
"친절한 식구들 [대학로], 친절한 식구들 [대학로], 친절한 식구들 [대학로]",(주) 세멜디,연극,010-5895-1270,,AG018895
"EverBlue Festival 에버블루 페스티벌 [대구], 인싸가족 [고양], FT 아일랜드 with 심포니",(주) 세이지플랫폼,뮤지컬,,,AG019298
"크리스마스 이브 송년음악회: 사랑해요, 엄마! 콘서트 [포항]",(주) 세이클린,복합,,,AG017804
케이팝 월드 페스티벌 & 뮤직뱅크 [창원],(주) 셔플,대중음악,,,AG017529
"Super Rookie Challenge. Vocal: Season 1, Round 1, Super Rookie Challenge. Vocal: Season 1, Round 1, Super Rookie Challenge: Season 17, Round 3",(주) 셰르파뮤직 SHERPA MUSIC,대중음악,,https://www.sherpamusic.com/,AG017290
"피터팬 [광명], 브레멘 음악대 [광명], 토끼와 자라 [광명]",(주) 소나무(소나무예술극장),뮤지컬,02-893-6977,https://sonamookm.modoo.at/?link=2y8servr,AG003686
"강우성 피아노 리사이틀 思索 #10, 검은 점 (點) 그리고 하얀 선 (線), 강우성 피아노 리사이틀 思索 #10, 검은 점 (點) 그리고 하얀 선 (線)",(주) 소노볼트(Sono Vault Inc.),서양음악(클래식),,,AG018580
"밴드여시 시노래 콘서트: 읽고 걷고 노래하고, 밴드여시 시노래 콘서트: 읽고 걷고 노래하고, 밴드여시 시노래 콘서트: 읽고 걷고 노래하고",(주) 소릿길미디어(구.문화예술기획 소릿길),대중음악,,,AG017474
"박지현 콘서트: 쇼맨쉽 시즌2 SHOWMANSHIP SEASON 2 [서울 (앵콜) ], 박지현 콘서트: 쇼맨쉽 시즌2 SHOWMANSHIP SEASON 2 [서울 (앵콜) ], 박지현 콘서트: 쇼맨쉽 시즌2 SHOWMANSHIP SEASON 2 [성남]",(주) 쇼7,연예,010-5897-1399,,AG017755
"비보이를 사랑한 발레리나 [속초], 비보이를 사랑한 발레리나 [부산], 비보이를 사랑한 발레리나 [의령]",(주) 쇼봄(쇼비보이),뮤지컬,02-2266-3727,,AG003846
"DKB WORLD TOUR, DARK STRANGE [서울], DKB WORLD TOUR, DARK STRANGE [서울]",(주) 쇼웍스,대중음악,,,AG016522
"NEKIRU X Maison de Queen 2MAN, IDOL PALETTE Vol.69: 2026 한가위, ioonight vol.3: Yellow DAY",(주) 수소엔터테인먼트 (SOOSO Ent.),대중음악,,,AG018502
"The Present [군산], The Present [군산], 상상나라 모래마술쇼 [군산]",(주) 수피아엔터테인먼트,서커스/마술,,https://www.instagram.com/supia_ent/,AG018398
"엔니오 모리꼬네 오리지널: Dear, Ennio, 엔니오 모리꼬네 오리지널: Dear, Ennio",(주) 숲인터내셔날,서양음악(클래식),010-9379-7275,,AG017747
은경,(주) 스윗앤솔트크리에이티브,뮤지컬,,,AG019137
"스카 페스티벌 10주년 기념공연 SKA FESTIVAL: Super-Swag, 스카 페스티벌 10주년 기념공연 SKA FESTIVAL: Super-Swag, 스카 페스티벌 10주년 기념공연 SKA FESTIVAL: Super-Swag",(주) 스카프로덕션,대중음악,,,AG017472
인순이 디너쇼,(주) 스타잇엔터테인먼트,대중음악,,,AG017872
"East Of Eden Live in Seoul, MVXS 6, NEMOPHILA Live, MVXS 5 [서울], NEMOPHILA Live, MVXS 5 [서울]",(주) 스테이지랩스,대중음악,,,AG018819
"일호터널, 일호터널, 일호터널",(주) 스토리라,연극,,,AG016504
"최고의 발라더 with 백지영, 케이윌 [경주]",(주) 스튜디오 글로빅,대중음악,,http://glovic.co.kr/,AG018514
"김현철 & 윤상 & 이현우 전국투어 콘서트: A Breeze of memory [서울 (앵콜) ], 김현철 & 윤상 & 이현우 전국투어 콘서트: A Breeze of memory [부산], 김현철 & 윤상 & 이현우 전국투어 콘서트: A Breeze of memory [서울]",(주) 스튜디오363(STUDIO 363),대중음악,,,AG018620
"폰티첼로: 공명 (PONTICELLO: RESONANCE), 러브홀릭 지선의 LIVEHOLIC, 러브홀릭 지선의 LIVEHOLIC",(주) 스튜디오델타,대중음악,,https://www.instagram.com/acut_studiodelta,AG017164
"더매직스타 TOP7 전국투어 매직쇼 [전주], 더매직스타 TOP7 전국투어 매직쇼 [고양], 더매직스타 TOP7 전국투어 매직쇼 [대구]",(주) 스튜디오프리즘,대중음악,,,AG016201
"테이 콘서트: 발라드 콘체르토 (Ballad Concerto), 테이 콘서트: 발라드 콘체르토 (Ballad Concerto), 테이 콘서트: 발라드 콘체르토 (Ballad Concerto)",(주) 심플(SIM.PLE Inc.),대중음악,,,AG018867
"추화정 X 태하 콘서트: Friend's Forever, 추화정 X 태하 콘서트: Friend's Forever",(주) 싸이코텐션(Psycho Tension),대중음악,,https://www.instagram.com/psychotension_official/,AG017418
"정미조 미니콘서트: 12월의 인사, 장필순 콘서트, 그녀가 부르는 가을의 소리",(주) 써클,대중음악,,,AG017257
서진주 비올라 독주회,(주) 쓰리엘,서양음악(클래식),,,AG017058
"MVXS 7, New Arrival (KOIAI x M4SK), MVXS 7, New Arrival (KOIAI x M4SK), PassCode ASIA TOUR [서울]",(주) 쓰리피엠(3PM),대중음악,,https://3pm.earth/,AG017752
"김도현 30주년 기념 음악회, 더레이 소극장 콘서트: THE RAY IS BACK",(주) 씨씨에이(C.C.A),대중음악,00-1899-0042,,AG006890
"소수빈 단독공연: 늘 그래왔던 것처럼 앞으로도, 10CM FAN CONCERT: THE MISSING TRACKS 사라진 곡들의 행방, CASE No.1011, 10CM FAN CONCERT: THE MISSING TRACKS 사라진 곡들의 행방, CASE No.1010",(주) 씨에이엠위더스(CAM),대중음악,,https://www.instagram.com/camwus_official/,AG017838
SPURT,(주) 씨큐레이션(C-CURATION INC.),대중음악,,,AG011251
"시크릿쥬쥬: 별의보석, 잃어버린 빛을 찾아서 [춘천], 시크릿쥬쥬: 별의보석, 잃어버린 빛을 찾아서 [춘천], 시크릿쥬쥬: 별의보석, 잃어버린 빛을 찾아서 [대전]",(주) 씬앤뮤지스,대중음악,,,AG018461
"On cloud nine, 샤윱규양, 콘서트, 작심4일",(주) 아더스 이니티움 (Arthus Initium),뮤지컬,,https://www.instagram.com/arthus_initium/,AG018517
"김종욱 찾기 [대학로], 김종욱 찾기 [대학로], 레드북 [수원]",(주) 아떼오드,뮤지컬,070-4400-8877,,AG020169
"ONE PACT (원팩트) HALL LIVE, ONE FACT: 합, ONE PACT (원팩트) HALL LIVE, ONE FACT: 합",(주) 아르마다이엔티(ARMADA Ent.),대중음악,,https://www.instagram.com/armada_ent/,AG018442
"정소윤의 그대와: 크리스마스 드림, 정소윤의 그대와: 크리스마스 드림",(주) 아우어뮤직,서양음악(클래식),,,AG017912
섹시동안클럽 뮤지컬 페스티벌,(주) 아이디팀,뮤지컬,,,AG017412
"방향인터내셔날 창립 10주년 기념 콘서트: With Us, 아이티 아이들 돕기 프로젝트, 헤이쥬드 콘서트 [고양], 디렉션 후원 나이트",(주) 아이비엔터테인먼트,대중음악,,,AG012866
"페이지나 [광주], 제18회 DIMF 창작지원작, 페이지나 [대구]",(주) 아이어드림,뮤지컬,,,AG016241
YES CONCERT (예스콘서트) [일산],(주) 아이티필,대중음악,,,AG017938
"BAC 초이스 Ⅳ, 시를 읊다, 님이 침묵한 까닭?, 창작산실, 서의철 가단의 남도 선소리, 시를 읊다: 님이 침묵한 까닭?, 서의철 가단의 민간풍류",(주) 아정컴퍼니,한국음악(국악),,,AG017217
"쇼 머스트 고 온 in 대학로, 쇼 머스트 고 온 in 대학로, 코드네임X [서울 용산]",(주) 아츠컴퍼니artz company,뮤지컬,,,AG018726
"키즈예술공연, 소리마을 따꿍이와 함께하는 비빔밥 여행 (6월)",(주) 아트라컴퍼니(ARTRA Company),복합,070-7619-1224,http://www.artracompany.com/,AG016281
"GAC 기획공연, 11시 음악산책 단편선 시리즈 Ⅵ. 더블린 사람들 中 에블린, GAC 기획공연, 11시 음악산책 단편선 시리즈 Ⅴ. 살로메, GAC 기획공연, 11시 음악산책 단편선 시리즈Ⅳ, 아를의 여인",(주) 아트앤파트너스,서양음악(클래식),02-332-6777,https://www.artandpartners.com/,AG018690
"싱잉볼 콘서트, 하늘소리: 소망을 하늘로",(주) 아트인뱅크,복합,031-372-8857,https://www.artinbank.com/,AG017543
무지개 물고기 [제천],(주) 아트컴퍼니,뮤지컬,,,AG017078
"CLASSIC WEEKENDS, 라 트라비아타 (08.08~08.24), CLASSIC WEEKENDS, 라 트라비아타 (08.08~08.24), CLASSIC WEEKENDS, 첼리스타 첼로 앙상블 (08.23)",(주) 아트포드(ARTPOD),서양음악(클래식),,,AG019277
"호미곶범맞이굿: 깜깜 day [포항], 호미곶범맞이굿: 깜깜 day [포항], 호미곶범맞이굿: 깜깜 day [포항]",(주) 아트플랫폼한터울,뮤지컬,,https://blog.naver.com/aph3105,AG017128
"로데아트센터 개관 2주년 기념 FRIENDS 시리즈: 피피남 & Friends, 로데아트센터 개관 2주년 기념 FRIENDS 시리즈: 피피남 & Friends, 로데아트센터 개관 2주년 기념 FRIENDS 시리즈: 피피남 & Friends",(주) 악기거리 로데클래식(RODE CLASSIC),서양음악(클래식),02-544-1152,https://www.rodeartscenter.com/main/,AG016515
"시라노, 시라노",(주) 알지 컴퍼니(RG COMPANY),뮤지컬,02-545-0110,https://www.rgcompany.net/,AG017517
"KEVIN MOON FREECHILD Release Party, BILLSTAX LIVE FAST DIE SKRT CONCERT, BILLSTAX LIVE FAST DIE SKRT CONCERT",(주) 알지비컴퍼니,대중음악,,,AG018710
"hololive STAGE World Tour: Synchronize! [서울], Anime X Game Festival, 레드 스테이지",(주) 애니플러스(ANIPLUS),복합,070-7162-7013,https://www.aniplustv.com/,AG017942
노인만 사는 세상,(주) 앤노엔,연극,,,AG017538
"어반자카파 전국투어 콘서트: 겨울 [대전], 어반자카파 전국투어 콘서트: 겨울 [대구], 어반자카파 전국투어 콘서트: 겨울 [성남]",(주) 앤드류컴퍼니,대중음악,,,AG016460
"YOUNGJAE ASIA TOUR: Fermata, YOUNGJAE ASIA TOUR, ONCE IN A DREAM [서울]",(주) 앤드벗컴퍼니,대중음악,,,AG017103
"스즈메의 문단속, 날씨의 아이, 너의 이름은. 갈라 콘서트 (9월)",(주) 앤유클래식(NU CLASSIC),뮤지컬,,,AG017224
"한 입, 한 소절: 첫 번째 이야기, 향수 [고양], 한 입, 한 소절: 첫 번째 이야기, 향수 [고양], 마티네콘서트 마실, 목마른 야채 [인천]",(주) 앨리웁,뮤지컬,,,AG018738
"Redoor 단독콘서트: Memory, BLASE Concert: Domain Expansion, AREA X: ZONE",(주) 앳에어리어 (AT AREA),대중음악,,http://atareaofficial.com/,AG017787
박강성 희망콘서트,(주) 어게인엔터테인먼트 (again entertainment),대중음악,,https://againent.co.kr/company/,AG018385
"권진아 꽃말 콘서트, Peony: Another Dream, 싱긴어게인 콘서트, 권진아 연말 콘서트, This Winter: Best Wishes",(주) 어나더레이블 (ANOTHER),대중음악,070-8028-2407,https://another.bstage.in/,AG018732
"고향사랑 음악회: 당신의 가을에게 [부산], 레이어스클래식 라이브 콘서트: Passion, Ardor and Tango [서울], 레이어스클래식 라이브 콘서트: Passion, Ardor and Tango [서울]",(주) 어썸아트앤뉴미디어,서양음악(클래식),02-6951-4130,,AG011731
제주 하늘을 열다,(주) 어치브먼트,대중음악,,,AG017442
"FIFTY FIFTY Asia Fancon Tour: Still Lobubble [서울], 바비킴 콘서트: Soul Dreamer",(주) 어트랙트,연예,,https://www.theattrakt.com/,AG018950
"DKB FAN-CON: BLACK OUT (앵콜), DKB FAN-CON: BLACK OUT (앵콜), 손영택 (Universe) 1st FAN-CON: From Birth to Death",(주) 에버라인 (Everline),대중음악,02-2661-0996,https://www.everlineshop.com/,AG013412
"유해준의 음악 공개방송 & 팬미팅: 사랑해준 그대만이, 유해준의 음악 공개방송 & 팬미팅: 사랑해준 그대만이",(주) 에스더블유제이이엔티,대중음악,,,AG018585
"심규선 x 안예은 콘서트: 어느 봄날 [청주], 심규선 x 안예은 콘서트: 어느 봄날 [청주], 심규선 x 안예은 콘서트: 어느 봄날 [청주]",(주) 에스비위너엔터테인먼트,대중음악,010-2968-8621,,AG016734
"PINEAPPLE, 공감콘서트, PINEAPPLE, 공감콘서트, 가수 김신 쇼케이스, 신세계",(주) 에스에이치에이젼씨,연예,010-9811-8891,,AG017237
"자선콘서트, 늦가을 이야기소리 [제주]",(주) 에스올레커뮤니케이션,복합,,,AG017547
"노을 콘서트, Cafe 유월, 노을 콘서트, Cafe 유월, 노을 콘서트, Cafe 유월",(주) 에스이십칠,대중음악,,,AG018542
"김현철 & 윤상 & 이현우 전국투어 콘서트: A Breeze of memory [부산], 김현철 & 윤상 & 이현우 전국투어 콘서트: A Breeze of memory [서울], n.SSign 1st Concert: EVERBLUE in SEOUL",(주) 에스투지이엔티,대중음악,,https://www.s2zentertainment.com/contact-us,AG010823
"KANGDANIEL FAN CONCERT: RUNWAY: WALK TO DANIEL, KANGDANIEL CONCERT: ACT : NEW EPISODE, KANG DANIEL CONCERT, ACT",(주) 에이라 ARA,대중음악,,,AG017223
"The Present, 스핀오프 콘서트: 임태경.COM, 임태경 20주년 기념 전국 투어 콘서트: 임태경.COM: Color of Music [대구], 임태경 20주년 기념 전국 투어 콘서트, 임태경.COM: Color of Music [부산]",(주) 에이벡스,대중음악,,http://www.avecs.co.kr/,AG017173
"피아니스트 배길 리사이틀, 피아니스트 배길 리사이틀, 정명훈과 비르투오지 [서울 서초]",(주) 에이벡스(AVECS),대중음악,02-792-9277,http://avecs.co.kr/,AG009583
"서영은 콘서트 [대구], 서영은 콘서트 [전주], 보고싶어 서영은, 내안의 그대들과 함께 팬콘서트",(주) 에이사이드컴퍼니,대중음악,,,AG016195
"Sustainable Wave Festival (서스테이너블 웨이브 페스티벌), Sustainable Wave Festival (서스테이너블 웨이브 페스티벌), go!go!vanillas ASIA TOUR (고고바닐라즈 아시아 투어) [서울]",(주) 에이오디(AOD),뮤지컬,,,AG017225
"주술회전 인 콘서트 월드투어 [서울], 주술회전 인 콘서트 월드투어 [서울], 김장훈 전국투어 콘서트: 원맨쇼 [하남]",(주) 에이치앤에이치,대중음악,010-4322-1235,,AG017312
"이영현 콘서트: 나의 노래가 필요한 너에게 - 숨 [제주], 이영현 콘서트: 나의 노래가 필요한 너에게 - 숨 [용인], 이영현 콘서트: 나의 노래가 필요한 너에게 - 숨 [부산]",(주) 에이치오이엔티(HO ENT),대중음악,,https://hoentofficial.com/,AG017604
"몽유도원 [서울 송파], 몽유도원 [서울 송파], 몽유도원 [서울 송파]",(주) 에이콤(ACOM),뮤지컬,02-2250-5900,http://www.acommusical.com/default/,AG002629
"라크로체클래식과 함께하는 명품 송년 콘서트: Begin Again, 라크로체 클래식 가을 특별 기획, 대한민국 신진성악가와 함께하는 오페라아리아 & 가곡의 밤 [성남], 라크로체클래식과 함께하는 토크 송년음악회: 이럴때 듣는 크리스마스 콘서트",(주) 에이텍에스앤에스(ATECH SNS),서양음악(클래식),,https://www.atechsns.com/,AG017767
