fcltynm,mt10id,mt13cnt,fcltychartr,opende,seatscale,telno,relateurl,adres,la,lo,restaurant,cafe,store,nolibang,suyu,parkbarrier,restbarrier,runwbarrier,elevbarrier,parkinglot,mt13s
용산전자랜드,FC002998,1,민간(대학로 외),,130,02-707-4700,www.i-etland.co.kr,서울특별시 용산구 청파로 74(한강로3가),37.532788900000000,126.95955850000000,N,N,N,N,N,N,N,N,N,N,
용산전쟁기념관,FC001955,4,공공(기타),1994,176,02-709-3123,https://www.warmemo.or.kr/front/viewInfo/rentalInfo.do,서울특별시 용산구 이태원로 29 (용산동1가),37.537336500000000,126.97846210000000,Y,Y,N,N,Y,Y,N,Y,N,Y,
용설아트스페이스,FC002527,1,민간(대학로 외),2001,102,031-676-9512,https://astheatre.modoo.at/,경기도 안성시 죽산면 용설호수길 101,37.056699100000000,127.45182130000000,N,N,N,N,N,N,N,N,N,Y,
용인대학교,FC003009,1,기타(비공연장),,0,031-8020-3114,https://www.yongin.ac.kr/cmn/wvtex/nibr/campusMap/campusMapMain.do#,경기도 용인시 처인구 용인대학로 134(삼가동),37.227878900000000,127.17072430000000,N,N,N,N,N,Y,N,N,N,Y,
용인문화예술원,FC000664,2,공공(기타),2005,470,031-323-6371,https://www.yicf.or.kr/PageLink.do,경기도 용인시 처인구 중부대로 1199 (삼가동),37.240689300000000,127.17915360000006,N,N,N,N,N,Y,Y,Y,Y,Y,
용인미르스타디움(구. 용인시민체육공원),FC002234,2,공공(기타),2017,37155,031-329-8600,https://www.yuc.co.kr,경기도 용인시 처인구 동백죽전대로 61 (삼가동),37.249989300000000,127.16552400000000,N,N,Y,Y,Y,Y,Y,N,N,Y,
"용인시 원삼면, 백암면 일대",FC004493,1,민간(대학로 외),,20,,,경기도 용인시 기흥구 중부대로 지하460 (구갈동),37.275497000000000,127.11595500000000,N,N,N,N,N,N,N,N,N,N,
용인시문화예술회관,FC000823,1,공공(문예회관),1989,626,031-260-3300,http://yicf.or.kr/main/,경기도 용인시 처인구 중부대로1392번길 15 (김량장동),37.231713300000000,127.19885390000002,N,Y,N,N,N,Y,Y,N,N,Y,
용인시청,FC002805,1,기타(비공연장),,0,031-324-2114,https://www.yongin.go.kr/index.do,경기도 용인시 처인구 중부대로 1199(삼가동),37.240867300000000,127.17796840000000,N,N,N,N,N,N,N,N,N,N,
용인시평생학습관 (여성회관),FC002433,2,공공(기타),2004,761,00-1577-1122,https://lll.yongin.go.kr/,경기도 용인시 수지구 문정로7번길 15 (풍덕천동),37.320264700000000,127.09534620000000,N,N,N,N,N,Y,Y,Y,Y,Y,
용인어린이상상의숲,FC002081,3,공공(기타),2019,210,031-323-6500,http://www.yicf.or.kr/lib/mainPage.do,경기도 용인시 처인구 동백죽전대로 61 (삼가동),37.250389300000000,127.16550690000000,N,Y,N,Y,Y,Y,N,N,N,Y,
용인제일교회 글로리센터,FC002958,1,기타(비공연장),,0,,,경기도 용인시 처인구 중부대로1262번길 68(역북동),37.232840200000000,127.17961110000000,N,N,N,N,N,N,N,N,N,N,
용인포은아트홀,FC000057,1,공공(문예회관),2012,1259,031-260-3351,http://yicf.or.kr/main/?skin=guide010101.htm,경기도 용인시 수지구 포은대로 499 (죽전동),37.325663100000000,127.10469480000006,N,N,N,N,N,Y,Y,Y,Y,Y,
용지문화공원,FC003607,1,공공(기타),,0,,,경상남도 창원시 성산구 중앙대로186번길 13 (신월동),35.229308300000000,128.68708360000000,N,N,N,N,N,N,N,N,N,N,
용천지랄소극장,FC000872,1,민간(대학로 외),2008,80,051-625-0767,http://blog.naver.com/golmok58/70146236412,부산광역시 남구 용소로13번길 36-1 (대연동),35.136843500000000,129.10258620000002,Y,N,N,N,N,N,N,N,N,N,
용평리조트,FC003012,1,민간(대학로 외),,700,033-335-5757,http://www.yongpyong.co.kr/,강원도 평창군 대관령면 올림픽로 715,37.650944400000000,128.70555690000000,N,N,N,N,N,N,N,N,N,N,
우경아트홀,FC001769,1,민간(대학로 외),2015,153,031-972-6900,http://www.wkarthall.co.kr/,경기도 고양시 덕양구 화신로272번길 11 (화정동),37.631389100000000,126.83101540000007,Y,Y,N,N,N,N,N,N,N,Y,
우나앤쿠,FC002160,1,기타(비공연장),2015,80,02-822-0922,http://www.unanqu.com/,서울특별시 동작구 상도로 63 (대방동),37.499965900000000,126.92755480000000,N,Y,N,N,N,N,N,N,N,N,
우란2경,FC002016,2,민간(대학로 외),2014,160,02-465-1418,http://www.wooranfdn.org/about/space.jsp,서울특별시 성동구 연무장7길 11 (성수동2가),37.543803900000000,127.05442790000000,N,N,N,N,N,N,N,N,N,Y,
우륵당,FC002528,1,공공(기타),1997,200,043-850-7305,https://www.chungju.go.kr/tour/selectBbsNttView.do?key=1269&bbsNo=171&nttNo=199216,충청북도 충주시 중원대로 3324 (호암동),36.964365800000000,127.92611840000000,N,N,N,N,Y,N,Y,Y,N,Y,
우리네 극장,FC001149,1,민간(대학로),2012,100,02-766-0242,,서울특별시 종로구 동숭길 55 (동숭동) 5층,37.580717800000000,127.00416599999994,Y,N,N,N,N,N,N,N,N,N,
우리누리청소년문화센터,FC001508,1,공공(기타),2008,200,055-712-0320,http://www.cwsisul.or.kr/sub_sisul_sub.html?code=02_02_01_04&Radd=02_02_01_04,경상남도 창원시 마산회원구 팔용로 128 (합성동) 우리누리청소년문화센터,35.240263500000000,128.58940210000003,N,N,N,N,N,Y,N,N,Y,Y,
우리소극장 [대학로],FC002820,1,민간(대학로),,114,070-4618-5632,https://blog.naver.com/marupro01,서울특별시 종로구 이화장길 86-11(동숭동),37.579226200000000,127.00515730000000,N,N,N,N,N,N,N,N,N,N,
우리소극장 [의정부],FC002061,1,민간(대학로 외),2020,50,010-3954-5899,https://woorihall.modoo.at/,경기도 의정부시 용민로 483 (민락동),37.750778100000000,127.11810880000000,N,Y,Y,N,N,Y,Y,N,N,Y,
우리열린극장,FC002529,1,민간(대학로 외),2007,172,02-743-6474,,서울특별시 종로구 삼일대로 428 (낙원동),37.572215200000000,126.98764320000000,N,N,N,N,N,N,N,N,N,N,
우리옛돌박물관(뮤지엄웨이브),FC002836,2,기타(비공연장),,0,02-986-1001,http://www.koreanstonemuseum.com/,서울특별시 성북구 대사관로13길 66(성북동),37.600897000000000,126.99013390000000,N,N,N,N,N,N,N,N,N,N,
우무지,FC004500,1,민간(대학로 외),,100,,,서울특별시 마포구 독막로8길 7 (합정동),37.547514000000000,126.91837400000000,N,N,N,N,N,N,N,N,N,N,
우미관극장(서울코미디클럽) (폐관),FC002910,2,민간(대학로 외),,0,,,서울특별시 종로구 종로14길 4(관철동),37.569825500000000,126.98671550000000,N,N,N,N,N,N,N,N,N,N,
우미노모리 수상 경기장 [일본 도쿄],FC004819,1,기타(해외등),,0,,,,0,0,N,N,N,N,N,N,N,N,N,N,
우봉아트홀,FC000860,1,민간(대학로 외),2005,312,053-476-6060,http://www.woobongart.com/,대구광역시 남구 효성로 33 (봉덕동),35.835075499999990,128.59917859999996,N,N,N,N,N,Y,N,N,N,Y,
우송예술회관,FC000472,1,민간(대학로 외),1992,1189,042-629-6363,https://woosongart.wsu.ac.kr:444/main/index.jsp,대전광역시 동구 동대전로 171 (자양동),36.334529100000000,127.45283310000002,N,N,N,N,N,Y,Y,N,N,Y,
우암사적공원,FC002643,1,기타(비공연장),,0,042-673-9286,,대전광역시 동구 충정로 53 (가양동),36.347734100000000,127.45656760000000,N,N,N,N,N,N,N,N,N,N,
우전소극장,FC000859,1,민간(대학로 외),2005,100,053-653-2086,,대구광역시 남구 현충로 256 (대명동),35.855207200000000,128.58327520000000,N,N,N,N,N,N,N,N,N,N,
우정아트센터,FC002134,1,기타(비공연장),,0,070-4288-2584,,서울특별시 중구 세종대로 55 (태평로2가),37.561552700000000,126.97507720000000,N,N,Y,N,N,Y,Y,Y,Y,Y,
우진문화공간,FC001269,1,민간(대학로 외),1991,162,063-272-7223,http://woojin.or.kr/index.html,전북특별자치도 전주시 덕진구 전주천동로 376 (진북동),35.827512600000000,127.13041190000000,N,N,N,N,N,N,Y,N,N,Y,
운리단길 감상실,FC004538,1,민간(대학로 외),,12,,,충청북도 청주시 흥덕구 흥덕로 149-1 (운천동),36.647697000000000,127.47554600000000,N,N,N,N,N,N,N,N,N,N,
운율북클래식,FC004888,1,민간(대학로 외),,0,,https://www.instagram.com/woonyul_classic,인천광역시 연수구 센트럴로 313 (송도동),37.401648000000000,126.63156400000000,N,N,N,N,N,N,N,N,N,N,
울릉천국 아트센터,FC002182,1,민간(대학로 외),2018,150,010-2502-3993,,경상북도 울릉군 북면 평리2길 207-16,37.529911600000000,130.84454220000000,N,N,N,N,N,Y,N,N,N,Y,
울릉한마음회관,FC000554,1,공공(문예회관),2008,425,054-790-6563,http://hanmaeum.ulleung.go.kr/,경상북도 울릉군 울릉읍 울릉순환로 286,37.494739600000000,130.90306020000003,N,Y,N,N,N,Y,N,N,N,Y,
울림과 퍼짐,FC002825,1,민간(대학로 외),,0,010-8555-4057,https://woolpeo.modoo.at/,서울특별시 종로구 자하문로24길 12(효자동),37.583440200000000,126.97098500000000,N,N,N,N,N,N,N,N,N,N,
울림문화공간,FC002530,1,민간(대학로 외),2017,100,063-903-3056,,전라북도 전주시 완산구 영경1길 27 (중화산동2가),35.818561000000000,127.12603770000000,N,N,N,N,N,N,N,N,N,N,
울산 장생포 CJ대한통운 부지,FC002618,1,기타(비공연장),,0,052-226-3300,,울산광역시 남구 장생포고래로 292 (매암동),35.505368500000000,129.38533240000000,N,N,N,N,N,N,N,N,N,Y,
울산광역시학생교육문화회관,FC003382,1,공공(기타),,706,052-290-5600,https://www.usecc.kr/index.do,울산광역시 중구 곽남길 95(약사동),35.573604800000000,129.33827160000000,N,Y,N,N,N,N,N,N,N,Y,
울산동천체육관,FC002342,1,공공(기타),,5831,052-294-4120,http://www.uimc.or.kr/institution/InstitutionHome/DongchunGymnasium/main/main.php,울산광역시 중구 염포로 85 (남외동),35.562140700000000,129.35069660000000,Y,N,N,N,N,Y,Y,Y,Y,Y,
울산문화예술회관,FC000081,3,공공(문예회관),1995,2550,052-266-8282,http://ucac.ulsan.go.kr/,울산광역시 남구 번영로 200 (달동),35.542937807971700,129.32708989273300,N,N,N,N,N,Y,Y,Y,Y,Y,
울산북구문화예술회관,FC000084,1,공공(문예회관),2003,453,052-241-7350,https://www.bukgu.ulsan.kr/art/main.mo#,울산광역시 북구 산업로 1000 (연암동),35.581401199999990,129.36140920000003,N,N,N,N,N,Y,Y,Y,Y,Y,
울산전시컨벤션센터(유에코),FC002944,1,공공(기타),,5000,052-255-1800,http://ueco.or.kr/,울산광역시 울주군 삼남읍 울산역로 255,35.555618100000000,129.13165520000000,Y,N,N,N,Y,N,N,N,N,Y,
울산종합운동장,FC002166,3,공공(기타),2005,20605,052-290-7200,http://www.uimc.or.kr/institution/InstitutionHome/ComplexStadium/main/main.php,울산광역시 중구 염포로 55 (남외동),35.562176900000000,129.34735860000000,N,N,N,N,N,Y,Y,Y,Y,Y,
울산중구문화원 (구. 태화서원),FC004836,1,민간(대학로 외),,0,052-244-2007,munhwa21.org,울산광역시 중구 문화의거리 38 (옥교동),35.557096000000000,129.32195800000000,N,N,N,N,N,N,N,Y,N,N,
울산중구문화의전당,FC001328,5,공공(문예회관),2014,1022,052-290-4000,http://artscenter.junggu.ulsan.kr,울산광역시 중구 종가로 405 (성안동),35.567542200000000,129.32153640000000,Y,Y,N,N,N,Y,N,N,N,Y,
울씨어터(구. 미아트홀) (폐관),FC002884,1,민간(대학로),,120,,,서울특별시 종로구 동숭길 78(동숭동),37.581747300000000,127.00429730000000,N,N,N,N,N,N,N,N,N,N,
울주 중부청소년수련관,FC003258,1,공공(기타),2019,170,052-229-9700,https://www.uljusiseol.or.kr/uljujb/,울산광역시 울주군 범서읍 구영로 101-20,35.574860900000000,129.24415140000000,N,Y,N,N,N,N,N,N,Y,Y,
울주군청,FC002629,1,공공(기타),,0,052-204-1000,http://www.ulju.ulsan.kr/ulju/index,울산광역시 울주군 청량읍 군청로 1,35.521907100000000,129.24133520000000,N,Y,N,N,N,Y,N,N,N,Y,
울주문화예술회관,FC001179,1,공공(문예회관),2009,387,052-229-9500,http://www.uljuart.or.kr/,울산광역시 울주군 범서읍 천상중앙길 36,35.564442300000000,129.23207939999998,N,N,N,N,N,Y,Y,Y,Y,Y,
울주서부청소년수련관,FC003167,1,공공(기타),2009,0,052-229-9400,https://www.uljusiseol.or.kr/ujyouth/index.jsp,울산광역시 울주군 삼남읍 울산역로 345,35.560034500000000,129.12275550000000,N,N,N,N,N,N,N,N,N,N,
울진군문화센터,FC002232,1,공공(기타),2016,736,054-789-5483,,경상북도 울진군 울진읍 연호로 47,36.994688000000000,129.40646160000000,N,N,N,N,N,Y,N,Y,N,Y,
울진문화예술회관,FC000556,1,공공(문예회관),2007,492,054-789-5453,http://www.uljin.go.kr/index.sko?menuCd=AB13000000000,경상북도 울진군 후포면 후포삼율로 194-14,36.687184900000000,129.44381250000004,N,N,N,N,N,N,N,N,N,Y,
움집 [서울 용산],FC004444,1,기타(비공연장),,0,,,서울특별시 용산구 후암로 43 (후암동),37.549694000000000,126.97731300000000,N,N,N,N,N,N,N,N,N,N,
웅상문화체육센터,FC001690,1,공공(기타),2008,312,055-379-8585,https://www.yssisul.or.kr/stms/us,경상남도 양산시 모래들길 57-57 (주진동),35.395521200000000,129.15563810000003,N,N,Y,Y,N,Y,Y,Y,Y,Y,
웅진플레이도시,FC001660,1,민간(대학로 외),2017,192,00-1577-5773,http://www.playdoci.com/index.aspx,경기도 부천시 조마루로 2 (상동),37.500087400000000,126.74429229999998,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,
워커힐 호텔,FC003582,1,기타(비공연장),,0,,https://www.walkerhill.com/,서울특별시 광진구 워커힐로 177 (광장동),37.558628700000000,127.11170680000000,N,N,N,N,N,N,N,N,N,N,
원광대학교 문화체육관,FC002281,1,민간(대학로 외),1951,5000,063-850-5114,http://www.wku.ac.kr/,전라북도 익산시 익산대로 460 (신동),35.967837900000000,126.95809330000000,N,N,N,N,N,Y,N,N,N,Y,
원더랜드뮤직,FC003786,1,민간(대학로 외),,50,,,서울특별시 서대문구 연희맛로 1 (연희동),37.565884900000000,126.92809280000000,N,N,N,N,N,N,N,N,N,N,
원더러스트에이앤씨 (Wonderlust A&C),FC002722,1,민간(대학로),,0,02-744-8350,https://wonderlust.modoo.at/,서울특별시 종로구 낙산길 19 (동숭동),37.580547900000000,127.00559690000000,N,N,N,N,N,N,N,N,N,N,
원불교 원남교당,FC004113,2,기타(비공연장),,250,02-762-9100,https://wonwn.co.kr/,서울특별시 종로구 창경궁로22길 23 (원남동),37.576472100000000,126.99881340000000,N,N,N,N,N,N,N,N,N,N,
원인재,FC001657,1,기타(비공연장),1999,0,032-821-1230,http://www.yeonsu.go.kr/tour/,인천광역시 연수구 경원대로 322 (연수동),37.414465000000000,126.69091849999995,N,N,N,N,N,Y,Y,Y,N,N,
원장커피,FC004184,1,기타(비공연장),,0,,,경기도 김포시 김포한강3로237번길 29 (장기동),37.637748300000000,126.66374780000000,N,N,N,N,N,N,Y,N,N,N,
원주 남산골문화센터,FC004128,1,공공(기타),,0,,http://wjacp.kr/bbs/content.php?co_id=sub01_01,강원특별자치도 원주시 향교길 77 (명륜동),37.341058700000000,127.94929410000000,N,N,N,N,N,N,N,N,N,N,
원주 종합운동장,FC002680,1,기타(비공연장),,20000,033-737-4311,,강원도 원주시 서원대로 311 (명륜동),37.336838100000000,127.94368700000000,N,N,N,N,N,N,N,N,N,Y,
원주MBC아트홀 (구. 공개홀),FC002009,1,민간(대학로 외),1970,200,033-741-8220,http://www.wjmbc.co.kr/,강원도 원주시 학성길 67 (학성동),37.354230700000000,127.93960920000000,N,N,N,N,N,Y,N,Y,N,Y,
원주문화원,FC002177,1,공공(기타),1969,260,033-764-3794,http://www.wjmunwha.or.kr/,강원도 원주시 무실로 235(단계동),37.337840400000000,127.93687870000000,N,N,N,N,N,Y,N,N,N,Y,
원주백운아트홀,FC000676,1,공공(문예회관),2007,962,033-737-3820,http://www.wonju.go.kr/baekunart/contents.do?key=630,강원도 원주시 시청로 1 (무실동),37.341829300000000,127.91946759999996,N,N,N,N,N,Y,Y,Y,N,Y,
원주종합체육관,FC002595,1,기타(비공연장),2013,4564,033-749-4717,https://www.wonju.go.kr/sports/index.do,강원도 원주시 서원대로 281 (명륜동),37.339062000000000,127.94191510000000,N,N,N,N,N,Y,Y,N,N,Y,
원주치악예술관,FC000365,2,공공(문예회관),1994,600,033-763-9114,http://www.wonju.go.kr/www/contents.do?key=328,강원도 원주시 서원대로 331 (명륜동),37.335386199999990,127.94449340000006,N,Y,N,N,N,Y,N,Y,N,Y,
원주한지테마파크,FC003132,2,기타(비공연장),,0,033-734-4739,https://www.hanjipark.com/main.php,강원도 원주시 한지공원길 151(무실동),37.334375500000000,127.93539570000000,N,N,N,N,N,N,N,N,N,Y,
원통생활체육공원,FC002689,3,기타(비공연장),,1800,,,강원도 인제군 북면 원통로117번길 72,38.122599700000000,128.19569640000000,N,N,N,N,N,N,N,N,N,Y,
원패스아트홀 [폐관],FC001819,1,민간(대학로),2018,200,02-1522-0788,,서울특별시 종로구 대학로12길 15 (동숭동),37.582696899999990,127.00283079999997,N,N,N,N,N,N,N,N,N,N,
원픽뮤직,FC003833,1,민간(대학로 외),,0,,,서울특별시 마포구 신촌로20길 22 (노고산동),37.554368700000000,126.93825630000000,N,N,N,N,N,N,N,N,N,N,
원효로 예수성심성당,FC003566,1,기타(비공연장),,0,,,서울특별시 용산구 원효로19길 49 (원효로4가),37.534209400000000,126.95459340000000,N,N,N,N,N,N,N,N,N,N,
월드아트 서커스 [당진],FC004744,1,민간(대학로 외),,300,041-362-0000,,충청남도 당진시 신평면 삽교천길 90-16,36.886190000000000,126.82601600000000,N,N,N,N,N,N,N,N,N,N,
월드컵타운(구. 미리내 마술극단 [인천]),FC003126,2,민간(대학로 외),,0,032-323-9160,,경기도 부천시 송내대로265번길 67(상동),37.507247400000000,126.75492150000000,N,N,N,N,N,N,N,N,N,N,
월드케이팝센터,FC003008,1,민간(대학로 외),,0,,http://w-kpop.com/,서울특별시 중구 장충단로 72(장충동2가),37.551638400000000,127.00252320000000,N,N,N,N,N,N,N,N,N,N,
월명종합경기장,FC002192,1,공공(기타),1989,6600,063-454-5576,http://www2.gunsan.go.kr/sports/index.gunsan,전라북도 군산시 번영로 281 (사정동),36.279537900000000,127.21862670000000,N,N,N,N,N,Y,Y,Y,Y,Y,
월서울 (wall.seoul),FC002221,1,기타(비공연장),2018,110,02-466-8082,https://www.facebook.com/pages/category/Arts---Entertainment/wallseoul-293618071402567/,서울특별시 성동구 성수이로 65 (성수동2가),37.541021100000000,127.05550310000000,N,Y,N,N,N,N,N,N,N,Y,
월정사 성보박물관,FC002886,1,기타(비공연장),1999,0,033-339-7000,https://wjssm.kr/,강원도 평창군 진부면 오대산로 176 (동산리),37.718849300000000,128.60295780000000,N,N,N,N,N,Y,Y,Y,Y,Y,
월출산기찬랜드,FC004426,1,공공(기타),,0,061-471-0821,https://yacf.or.kr/space_kc.cs,전라남도 영암군 영암읍 기찬랜드로 19-10,34.791471000000000,126.68582500000000,N,N,N,N,N,N,N,N,N,Y,
월페이퍼 서교,FC004578,1,기타(비공연장),,0,,,서울특별시 마포구 잔다리로 75 (서교동),37.554096000000000,126.91617700000000,N,N,N,N,N,N,N,N,N,N,
웨스턴라이프호텔,FC003284,1,기타(비공연장),,400,,http://www.westernlife.co.kr/,전라북도 익산시 동서로 380(영등동),35.950345000000000,126.97598560000000,N,N,N,N,N,N,N,N,N,N,
웨스트브릿지 라이브홀,FC001608,1,민간(대학로 외),2015,160,02-325-9660,http://www.west-bridge.co.kr/main/main.asp,서울특별시 마포구 와우산로25길 6 (서교동),37.553639000000000,126.92614449999996,N,N,N,N,N,N,N,N,N,N,
위워크 광화문,FC001866,1,민간(대학로 외),2018,100,02-766-7623,https://www.wework.com/ko-KR/buildings/gwanghwamun--seoul,서울특별시 종로구 종로1길 50 (중학동),37.574586900000000,126.97924349999994,N,Y,N,N,N,N,N,N,N,Y,
위코 스튜디오,FC002934,1,기타(비공연장),,0,,,서울특별시 영등포구 양산로 91(당산동3가),37.525000900000000,126.89313110000000,N,Y,N,N,N,N,N,N,N,N,
위크앨리,FC003847,1,기타(비공연장),,25,010-7273-9577,,서울특별시 종로구 계동길 77 (계동),37.580771800000000,126.98662200000000,N,N,N,N,N,N,N,N,N,N,
위플 168,FC004214,1,기타(비공연장),,0,,,서울특별시 용산구 원효로 7 (청암동),37.534714200000000,126.94526010000000,N,N,N,N,N,N,N,N,N,N,
윈드밀,FC003782,1,기타(비공연장),,0,,,서울특별시 용산구 원효로 13 (청암동),37.534667000000000,126.94611470000000,N,N,N,N,N,N,N,N,N,N,
윈씨어터(구. 대학로갈갈이홀),FC000741,1,민간(대학로),2004,168,02-3661-8802,http://www.ggfamily.co.kr/,서울특별시 종로구 대학로8가길 111 (동숭동),37.580998700000000,127.00352320000000,N,N,Y,N,N,N,N,N,N,N,
윜니스커피로스터스,FC004484,1,기타(비공연장),,0,,,전북특별자치도 전주시 덕진구 용소로 91 (송천동1가),35.863730000000000,127.11827000000000,N,N,N,N,N,N,N,N,N,N,
유관순체육관,FC001939,1,공공(기타),2001,5482,041-529-5000,https://www.cfmc.or.kr/_stadium/main.asp?no=8,충청남도 천안시 서북구 번영로 208 (백석동),36.819836700000000,127.11487900000000,N,N,N,N,N,Y,Y,Y,Y,Y,
유금와당박물관,FC004019,1,기타(비공연장),2013,0,02-394-3451,http://yoogeum.org/,서울특별시 종로구 창의문로11가길 4 (부암동),37.593720000000000,126.96265780000000,N,N,N,N,N,N,N,N,N,N,
유기체,FC004042,1,민간(대학로 외),2017,0,,https://www.instagram.com/yugiche/,부산광역시 부산진구 서전로46번길 10-7 (전포동),35.157183500000000,129.06446950000000,N,N,N,N,N,N,N,N,N,N,
유나이티드 컬쳐센터 & 갤러리,FC002129,1,기타(비공연장),,200,02-539-0692,https://www.unitedgallery.co.kr/index.asp,서울특별시 강남구 강남대로102길 41 (역삼동),37.503621200000000,127.02806120000000,N,N,N,N,N,Y,N,N,N,N,
유니버설아트센터,FC000010,1,민간(대학로 외),1981,1052,070-7124-1740,http://www.uac.co.kr/,서울특별시 광진구 천호대로 664 (능동),37.550555500000000,127.08826240000008,N,N,N,N,N,N,Y,N,Y,Y,
유니언타운,FC002233,1,기타(비공연장),2017,150,02-2679-1215,https://uniontown.co.kr/space/area/1/,서울특별시 영등포구 당산로 241 (당산동6가),37.535169800000000,126.90244840000000,N,Y,N,N,N,Y,N,N,N,Y,
유니플렉스,FC001233,3,민간(대학로),2013,1049,02-766-2115,http://www.uniplex.co.kr/,서울특별시 종로구 대학로12길 64 (동숭동),37.581132800000000,127.00369969999997,N,Y,N,N,N,N,N,N,N,Y,
유라쿠쵸 아사히홀,FC004105,1,기타(해외등),,0,,,-,0,0,N,N,N,N,N,N,N,N,N,N,
"유럽길아트(구. 창원 스타인웨이홀 (상상플레이스, G.I.L. 아트홀))",FC002868,1,민간(대학로 외),,0,010-8109-3340,https://blog.naver.com/sang2place,경상남도 창원시 의창구 동읍 동읍로 238,35.295894400000000,128.67403450000000,N,N,N,N,N,N,N,N,N,N,
유럽술집,FC002096,1,기타(비공연장),,0,070-4146-1888,https://www.facebook.com/YouLoveSoulZip/,전라북도 전주시 완산구 전주객사3길 37-5 (고사동),35.818976100000000,127.14176930000000,N,N,N,N,N,N,N,N,N,N,
유리아지트,FC004190,1,민간(대학로 외),,0,,,서울특별시 성동구 성수이로16길 5 (성수동2가),37.541288000000000,127.05724710000000,N,N,N,N,N,N,N,N,N,N,
유성구 청소년수련관,FC003327,1,민간(대학로 외),,346,042-820-8900,,대전광역시 유성구 북유성대로 158(죽동),36.380657900000000,127.32370000000000,N,N,N,N,N,N,N,N,N,N,
유성문화원,FC001416,1,공공(기타),1994,100,042-823-3915,http://www.yuseong.or.kr/,대전광역시 유성구 문화원로 46  유성문화원,36.362216000000000,127.30000000000000,N,N,N,N,N,Y,N,N,N,Y,
유스퀘어 문화관,FC000320,2,민간(대학로 외),2009,559,062-360-8434,http://www.usquareculture.co.kr/,광주광역시 서구 무진대로 904 (광천동),35.160330700000000,126.87933959999998,N,N,N,N,N,Y,Y,N,Y,Y,
유시어터 (폐관),FC000040,1,민간(대학로 외),1999,229,02-3444-0651,https://www.facebook.com/youtheater1999,서울특별시 강남구 도산대로58길 16 (청담동),37.526790800000000,127.04329759999996,N,N,N,N,N,N,N,N,N,N,
유알컬쳐파크,FC003646,5,민간(대학로 외),,960,,https://www.urculturepark.com/default/,강원특별자치도 원주시 지정면 지정로 912,37.358502100000000,127.80230910000000,N,N,N,N,N,N,N,N,N,N,
유어타입 본점,FC004167,1,기타(비공연장),,0,,,부산광역시 수영구 광남로 157 (광안동) 2층,35.155379000000000,129.11807950000000,N,N,N,N,N,N,N,N,N,N,
유영공간,FC002924,1,기타(비공연장),,0,010-1319-6957,https://spaceuooyoung.art/,서울특별시 성북구 성북로16가길 1(성북동),37.593962800000000,127.00038860000000,N,N,N,N,N,N,N,N,N,N,
유유기지 동구청년21,FC004519,1,공공(기타),,47,032-766-6077,https://youth.incheon.go.kr/space/donggu/space/facility.jsp,인천광역시 동구 송림로 14 (금곡동),37.473050000000000,126.63677800000000,N,N,N,N,N,N,N,N,N,N,
유주얼하우스,FC004140,1,기타(비공연장),,25,02-6080-1002,,서울특별시 마포구 양화로7길 48 (서교동),37.552740800000000,126.91415850000000,N,N,N,N,N,N,N,N,N,N,
유피커피(UP COFFEE),FC004724,1,민간(대학로 외),,20,,,경상남도 진주시 범골로 9 (충무공동),35.165722000000000,128.12877600000000,N,N,N,N,N,N,N,N,N,N,
윤당아트홀,FC000055,2,민간(대학로 외),2009,417,02-546-8095,http://www.ydart.co.kr/,서울특별시 강남구 언주로 844 (신사동),37.525651900000000,127.03371519999996,N,N,N,N,N,Y,N,Y,Y,Y,
윤보선 고택,FC001639,1,기타(비공연장),,150,,,서울특별시 종로구 윤보선길 62 (안국동),37.578842500000000,126.98362799999995,N,N,N,N,N,N,N,N,N,N,
윤봉길 체육관,FC003230,1,기타(비공연장),,0,,,충청남도 예산군 예산읍 예산로 352,36.677010000000000,126.86013050000000,N,N,N,N,N,Y,N,N,N,Y,
윤아트홀,FC002740,1,민간(대학로 외),,40,031-222-2570,https://yunarthall.modoo.at/,경기도 수원시 팔달구 권광로207번길 28 (인계동),37.266637900000000,127.03189620000000,N,N,N,N,N,N,N,N,N,Y,
윤이상 기념관,FC004097,1,민간(대학로 외),,100,,https://timf.org/kr/sub/space/commemoration_park.asp,경상남도 통영시 중앙로 27 (도천동),34.838719400000000,128.41369600000000,N,N,N,N,N,N,N,N,N,N,
윤형빈소극장 [부산],FC001760,1,민간(대학로 외),2014,140,051-610-1003,http://cafe.naver.com/busangag,부산광역시 남구 수영로 312 (대연동) 지하1층,35.137199500000000,129.10051490000000,N,N,N,N,N,N,N,N,N,N,
은새암도서관,FC002807,1,기타(비공연장),,0,062-670-5000,,광주광역시 동구 금남로 238(금남로2가),35.147766200000000,126.91176750000000,N,N,N,N,N,N,N,N,N,N,
은총교회,FC004215,1,기타(비공연장),,120,02-2698-2780,http://eunchongchurch.net/,서울특별시 송파구 송파대로37길 96 (석촌동),37.498829300000000,127.10186490000000,N,N,N,N,N,N,N,N,N,N,
은평문화예술회관,FC000064,2,공공(문예회관),1996,1020,02-351-3736,https://www.efac.or.kr/,서울특별시 은평구 녹번로 16 (녹번동),37.603674400000000,126.92786500000000,N,N,N,N,N,N,Y,Y,N,Y,
